d1,type,d2
DB01164,0,DB09561
DB01390,0,DB01608
DB00213,0,DB01072
DB00501,0,DB09146
DB00751,0,DB00705
DB09104,0,DB01137
DB01142,0,DB09146
DB00653,0,DB00618
DB00448,0,DB09146
DB06724,0,DB00433
DB06723,0,DB00623
DB01370,0,DB00623
DB00863,0,DB00705
DB00900,0,DB06697
DB01164,0,DB01059
DB00585,0,DB01254
DB01592,0,DB09449
DB00658,0,DB01137
DB06723,0,DB01592
DB13595,0,DB00850
DB09265,0,DB00266
DB08938,0,DB00623
DB01390,0,DB00623
DB01390,0,DB01254
DB13595,0,DB00685
DB01083,0,DB01118
DB09281,0,DB01246
DB09275,0,DB01403
DB00334,0,DB09147
DB01164,0,DB00685
DB00900,0,DB00646
DB01129,0,DB09146
DB01377,0,DB00827
DB00364,0,DB00257
DB00658,0,DB00779
DB11126,0,DB00166
DB06724,0,DB00685
DB03754,0,DB01608
DB01370,0,DB01017
DB00258,0,DB00827
DB06723,0,DB09561
DB11126,0,DB00685
DB11348,0,DB01059
DB06723,0,DB00508
DB13595,0,DB00420
DB01370,0,DB00420
DB01390,0,DB00779
DB09281,0,DB00817
DB09275,0,DB00433
DB06724,0,DB09241
DB09275,0,DB09146
DB00364,0,DB00793
DB06723,0,DB01072
DB09281,0,DB00437
DB13595,0,DB09093
DB00900,0,DB00196
DB09104,0,DB00779
DB08938,0,DB01403
DB11348,0,DB01196
DB00326,0,DB09561
DB11093,0,DB00817
DB09104,0,DB04576
DB08938,0,DB00831
DB13595,0,DB01137
DB11126,0,DB00487
DB09275,0,DB01059
DB00448,0,DB09147
DB00900,0,DB09041
DB01069,0,DB01416
DB00364,0,DB00857
DB09275,0,DB09561
DB00364,0,DB01017
DB06216,0,DB06589
DB06723,0,DB00437
DB09104,0,DB01017
DB00658,0,DB01208
DB00364,0,DB01127
DB01377,0,DB00933
DB00326,0,DB00817
DB06724,0,DB09561
DB00585,0,DB01112
DB00326,0,DB01044
DB06723,0,DB01044
DB00364,0,DB09414
DB01390,0,DB01069
DB11093,0,DB01208
DB01377,0,DB09241
DB08938,0,DB00433
DB13595,0,DB00817
DB00863,0,DB01416
DB00585,0,DB00705
DB00364,0,DB00582
DB00338,0,DB09146
DB03754,0,DB00433
DB06723,0,DB01403
DB13595,0,DB01017
DB09146,0,DB09561
DB06724,0,DB01137
DB13231,0,DB09449
DB01370,0,DB00477
DB09265,0,DB01418
DB13595,0,DB00827
DB09281,0,DB01403
DB00334,0,DB01112
DB00900,0,DB01263
DB00751,0,DB01112
DB08806,0,DB01416
DB09147,0,DB00859
DB00364,0,DB00254
DB09104,0,DB01155
DB11093,0,DB04576
DB01164,0,DB01208
DB09281,0,DB01137
DB13595,0,DB00933
DB08806,0,DB01254
DB06724,0,DB00508
DB00326,0,DB01196
DB01377,0,DB00779
DB06723,0,DB00477
DB01377,0,DB01059
DB06723,0,DB00933
DB00863,0,DB01254
DB09281,0,DB01024
DB09146,0,DB09414
DB00364,0,DB00877
DB00751,0,DB01592
DB06723,0,DB01071
DB00364,0,DB08958
DB09104,0,DB00166
DB01377,0,DB09146
DB03754,0,DB01614
DB00364,0,DB00618
DB00326,0,DB09449
DB11348,0,DB09414
DB00258,0,DB01044
DB09275,0,DB01069
DB08938,0,DB00685
DB06216,0,DB01112
DB09281,0,DB00831
DB01370,0,DB00467
DB13142,0,DB01059
DB03754,0,DB01072
DB09275,0,DB00779
DB13595,0,DB00679
DB13142,0,DB09414
DB13595,0,DB09449
DB13595,0,DB00254
DB09104,0,DB00508
DB09104,0,DB09093
DB09147,0,DB09414
DB00364,0,DB00936
DB09275,0,DB01614
DB13231,0,DB00467
DB00900,0,DB00239
DB01370,0,DB01059
DB01390,0,DB01592
DB00501,0,DB01254
DB09146,0,DB00166
DB09281,0,DB01592
DB01390,0,DB01403
DB01390,0,DB00850
DB09281,0,DB00508
DB01370,0,DB01254
DB00326,0,DB00685
DB00658,0,DB00685
DB11126,0,DB01059
DB11348,0,DB00827
DB01377,0,DB00850
DB09275,0,DB00508
DB01390,0,DB01044
DB11093,0,DB01044
DB13231,0,DB09561
DB00900,0,DB00091
DB01390,0,DB09561
DB08938,0,DB00618
DB09281,0,DB00680
DB13595,0,DB00779
DB09104,0,DB00685
DB00364,0,DB01141
DB09281,0,DB09147
DB13595,0,DB01044
DB00900,0,DB01034
DB09104,0,DB00467
DB01377,0,DB01254
DB09275,0,DB01246
DB09093,0,DB01592
DB00501,0,DB01112
DB00585,0,DB09146
DB01164,0,DB01044
DB03754,0,DB01044
DB09104,0,DB09146
DB00653,0,DB00254
DB01370,0,DB00831
DB01377,0,DB06824
DB03754,0,DB01208
DB11126,0,DB09449
DB08938,0,DB09146
DB09275,0,DB00623
DB05351,0,DB01592
DB01164,0,DB00467
DB06724,0,DB00817
DB00900,0,DB00936
DB13142,0,DB09561
DB06724,0,DB00477
DB13231,0,DB01044
DB09104,0,DB01403
DB11093,0,DB09561
DB01370,0,DB00685
DB01377,0,DB00951
DB00900,0,DB00738
DB09147,0,DB09449
DB11126,0,DB00827
DB01390,0,DB00831
DB11126,0,DB00779
DB08938,0,DB00487
DB11126,0,DB01155
DB06723,0,DB00433
DB09281,0,DB01622
DB01370,0,DB09147
DB01377,0,DB00420
