d1,type,d2
DB00326,0,DB01044
DB00364,0,DB00639
DB11126,0,DB00467
DB00364,0,DB01141
DB01390,0,DB01059
DB09281,0,DB00827
DB08938,0,DB00933
DB01164,0,DB00827
DB11126,0,DB09561
DB01377,0,DB00437
DB01370,0,DB01137
DB01377,0,DB01614
DB01575,0,DB01190
DB09275,0,DB00850
DB09281,0,DB01059
DB01377,0,DB01622
DB13595,0,DB00831
DB13231,0,DB09561
DB09147,0,DB09561
DB09093,0,DB01592
DB13595,0,DB01592
DB09265,0,DB01418
DB03754,0,DB01072
DB06723,0,DB01155
DB01377,0,DB04576
DB08938,0,DB01615
DB08938,0,DB00254
DB13142,0,DB00817
DB01164,0,DB09449
DB09104,0,DB00680
DB06724,0,DB00817
DB03754,0,DB00477
DB00364,0,DB00738
DB01390,0,DB09093
DB00927,0,DB01254
DB03754,0,DB00467
DB03754,0,DB00508
DB00585,0,DB00705
DB00326,0,DB09414
DB05351,0,DB01592
DB13595,0,DB01403
DB00751,0,DB09146
DB00900,0,DB01188
DB09281,0,DB01044
DB03754,0,DB00933
DB11348,0,DB00779
DB01390,0,DB00420
DB01390,0,DB00508
DB01377,0,DB00623
DB03754,0,DB01137
DB00364,0,DB02513
DB03754,0,DB00850
DB09281,0,DB09147
DB00940,0,DB09147
DB13231,0,DB01059
DB00334,0,DB06589
DB00364,0,DB01007
DB09104,0,DB00477
DB09104,0,DB00487
DB09281,0,DB01137
DB08938,0,DB00508
DB00658,0,DB01137
DB08938,0,DB00433
DB08938,0,DB00618
DB00258,0,DB09561
DB06216,0,DB01112
DB09104,0,DB00779
DB13595,0,DB09093
DB00658,0,DB00779
DB00448,0,DB01592
DB01164,0,DB00487
DB01069,0,DB01592
DB06723,0,DB01071
DB01377,0,DB01069
DB13595,0,DB01155
DB09104,0,DB00467
DB01377,0,DB00850
DB01370,0,DB00623
DB09281,0,DB01403
DB06723,0,DB00433
DB00258,0,DB09449
DB03754,0,DB00685
DB00927,0,DB00705
DB01370,0,DB01622
DB01390,0,DB00685
DB06723,0,DB00330
DB01129,0,DB09146
DB00927,0,DB01112
DB03754,0,DB01254
DB01592,0,DB09449
DB00900,0,DB00196
DB06724,0,DB04576
DB09104,0,DB00817
DB11093,0,DB00467
DB13595,0,DB00420
DB13595,0,DB00437
DB06216,0,DB01416
DB01370,0,DB09093
DB13142,0,DB00166
DB00501,0,DB00705
DB06216,0,DB09147
DB08806,0,DB09147
DB11093,0,DB00827
DB11093,0,DB01059
DB00334,0,DB09147
DB01390,0,DB01044
DB09281,0,DB01608
DB01370,0,DB00420
DB09281,0,DB01069
DB01370,0,DB00831
DB01390,0,DB00477
DB09275,0,DB09241
DB06724,0,DB00487
DB09104,0,DB01044
DB01377,0,DB00679
DB01390,0,DB01024
DB06723,0,DB09449
DB08806,0,DB01416
DB01377,0,DB09147
DB01390,0,DB01622
DB01370,0,DB00679
DB01129,0,DB01072
DB08938,0,DB01592
DB00364,0,DB00793
DB00338,0,DB09146
DB09275,0,DB00951
DB13142,0,DB01044
DB01390,0,DB01254
DB06724,0,DB00437
DB09104,0,DB01155
DB01370,0,DB00487
DB00501,0,DB01592
DB13595,0,DB01072
DB01390,0,DB09146
DB11093,0,DB01155
DB09281,0,DB00618
DB11093,0,DB00166
DB01370,0,DB00685
DB13595,0,DB00817
DB11126,0,DB00166
DB06723,0,DB00933
DB01164,0,DB01137
DB00900,0,DB02513
DB09104,0,DB01608
DB06724,0,DB01592
DB01069,0,DB00705
DB06723,0,DB00477
DB00900,0,DB06697
DB11126,0,DB00827
DB09104,0,DB06824
DB01370,0,DB01246
DB09275,0,DB00685
DB01370,0,DB01208
DB09104,0,DB00623
DB08938,0,DB00779
DB00258,0,DB00779
DB03754,0,DB01608
DB01390,0,DB00680
DB01164,0,DB04576
DB00338,0,DB01072
DB01129,0,DB09147
DB09146,0,DB00859
DB11126,0,DB00817
DB09281,0,DB00467
DB03754,0,DB01044
DB00653,0,DB00618
DB09275,0,DB01137
DB01370,0,DB00467
DB00900,0,DB00400
DB00736,0,DB01072
DB00940,0,DB01254
DB01370,0,DB04576
DB09275,0,DB00779
DB01377,0,DB01246
DB00326,0,DB00487
DB03754,0,DB01622
DB06724,0,DB01615
DB01377,0,DB01017
DB00900,0,DB00362
DB06724,0,DB00420
DB06724,0,DB01024
DB01142,0,DB01592
DB06723,0,DB01608
DB00258,0,DB00467
DB00364,0,DB09414
DB00863,0,DB01112
DB01370,0,DB09449
DB09281,0,DB06824
DB09275,0,DB00437
DB01164,0,DB00467
DB00258,0,DB01137
DB00213,0,DB09146
DB00585,0,DB09146
DB00900,0,DB08958
DB00338,0,DB01592
DB09104,0,DB00831
DB13595,0,DB01208
DB06724,0,DB09449
DB01390,0,DB01155
DB08938,0,DB01608
DB00501,0,DB09147
DB01377,0,DB01072
DB01164,0,DB01059
DB06724,0,DB00618
DB06723,0,DB01208
DB06724,0,DB09241
DB11126,0,DB01208
DB08938,0,DB00831
DB00751,0,DB06589
DB08938,0,DB00685
DB13595,0,DB01246
DB01370,0,DB01614
DB00618,0,DB01592
DB00501,0,DB09146
DB00334,0,DB01592
DB08938,0,DB01017
DB13231,0,DB01044
DB01390,0,DB09241
DB01370,0,DB09414
DB00900,0,DB00826
DB09281,0,DB01615
DB01390,0,DB00487
DB06724,0,DB00850
DB00585,0,DB01592
DB03754,0,DB04576
DB09265,0,DB00682
DB08938,0,DB09147
DB01377,0,DB09146
DB13231,0,DB01208
DB00326,0,DB00685
DB06723,0,DB04576
DB06723,0,DB01059
DB00364,0,DB01091
DB11126,0,DB01137
DB13595,0,DB00779
DB00254,0,DB09147
DB01377,0,DB01137
DB00334,0,DB01112
DB09104,0,DB00433
DB13595,0,DB09414
DB06724,0,DB00623
DB06723,0,DB09093
DB01390,0,DB00779
DB00334,0,DB09146
DB01142,0,DB01112
DB00501,0,DB01254
DB00658,0,DB00827
DB13595,0,DB00951
DB00751,0,DB00705
DB11348,0,DB00166
DB03754,0,DB00680
DB00448,0,DB01072
DB06724,0,DB06824
DB00326,0,DB04576
DB01377,0,DB00254
DB13231,0,DB01155
DB05351,0,DB09147
DB09104,0,DB00420
DB06723,0,DB01044
DB13231,0,DB00166
DB01377,0,DB00467
DB09275,0,DB01592
DB00338,0,DB09147
DB06723,0,DB00779
DB01370,0,DB01044
DB13595,0,DB00685
DB09104,0,DB00850
DB09281,0,DB01592
DB11348,0,DB00487
DB11348,0,DB04576
DB13142,0,DB00685
DB01370,0,DB01024
DB06724,0,DB01044
DB00900,0,DB01099
DB01164,0,DB00166
DB03754,0,DB09561
DB13231,0,DB00827
DB00364,0,DB01017
DB00364,0,DB00091
DB00658,0,DB00487
DB06723,0,DB01069
DB13595,0,DB00680
DB01390,0,DB00933
DB13595,0,DB01622
DB00900,0,DB01153
DB00736,0,DB01592
DB01390,0,DB01592
DB00448,0,DB09146
DB00501,0,DB01112
DB06723,0,DB06824
DB11348,0,DB01137
DB13231,0,DB09414
DB09281,0,DB00508
DB00258,0,DB01059
DB06724,0,DB00679
DB06723,0,DB00850
DB13595,0,DB04576
DB03754,0,DB01069
DB01164,0,DB00685
DB08806,0,DB01254
DB01390,0,DB00850
DB01377,0,DB01059
DB13595,0,DB00433
DB09281,0,DB01246
DB00364,0,DB01026
DB06723,0,DB09561
DB09104,0,DB09093
DB13142,0,DB09449
DB09281,0,DB00477
DB09281,0,DB09561
DB01397,0,DB00618
DB03754,0,DB01155
DB09281,0,DB00685
DB08938,0,DB01024
DB00501,0,DB01416
DB01390,0,DB00437
DB11093,0,DB01044
DB03754,0,DB01615
DB13142,0,DB01196
DB06216,0,DB00705
DB01390,0,DB09147
DB06724,0,DB00779
DB01164,0,DB01044
DB01017,0,DB09147
DB09281,0,DB00850
DB13595,0,DB09146
DB06723,0,DB00685
DB13595,0,DB09147
DB13142,0,DB01208
DB08938,0,DB01072
DB01377,0,DB00779
DB09275,0,DB01024
DB09281,0,DB00254
DB09104,0,DB00827
DB00736,0,DB09147
DB08938,0,DB00679
DB09104,0,DB00618
DB00658,0,DB02659
DB00900,0,DB01157
DB01390,0,DB01614
DB00900,0,DB01026
DB08938,0,DB09241
DB08938,0,DB01137
DB13595,0,DB01254
DB03754,0,DB00254
DB09275,0,DB01403
DB13595,0,DB09241
DB01370,0,DB09241
DB01377,0,DB00831
DB11093,0,DB01208
DB11348,0,DB01059
DB00751,0,DB01592
DB11348,0,DB01208
DB13595,0,DB00254
DB08938,0,DB00817
DB00326,0,DB00779
DB00258,0,DB00817
DB01592,0,DB09414
DB03754,0,DB09449
DB09104,0,DB01137
DB09281,0,DB01208
DB00658,0,DB01059
DB09281,0,DB01024
DB09281,0,DB01072
DB01592,0,DB09561
DB01377,0,DB00487
DB09275,0,DB01608
DB01129,0,DB01592
DB09104,0,DB00437
DB13595,0,DB00467
DB01390,0,DB09561
DB06724,0,DB01403
DB09281,0,DB00779
DB00364,0,DB01099
DB09275,0,DB00433
DB01370,0,DB00680
DB01142,0,DB09147
DB11126,0,DB01196
DB08938,0,DB09561
DB08938,0,DB00467
DB01370,0,DB00508
DB06723,0,DB00951
DB06724,0,DB00831
DB01377,0,DB09093
DB00364,0,DB09031
DB00900,0,DB03793
DB00585,0,DB06589
DB13142,0,DB01155
DB01390,0,DB00433
DB00364,0,DB00936
DB06723,0,DB00618
DB08938,0,DB04576
DB09104,0,DB00679
DB08938,0,DB09146
DB00900,0,DB00646
DB08938,0,DB01614
DB09104,0,DB04576
DB11348,0,DB01155
DB13231,0,DB09449
DB06724,0,DB00508
DB01370,0,DB09561
DB09146,0,DB00166
DB06723,0,DB00817
DB13595,0,DB09449
DB13595,0,DB00618
DB01397,0,DB01017
DB09104,0,DB01254
DB09275,0,DB01254
DB09281,0,DB00679
DB00927,0,DB09147
DB00900,0,DB01167
DB06724,0,DB09561
DB06723,0,DB01622
DB13595,0,DB01608
DB01397,0,DB00254
DB00900,0,DB01263
DB01377,0,DB00685
DB11093,0,DB00817
DB03754,0,DB00420
DB00751,0,DB01112
