d1,type,d2
DB00199,0,DB00402
DB01156,0,DB00521
DB00482,0,DB00317
DB01128,0,DB04855
DB03756,0,DB09198
DB01559,0,DB01149
DB01118,0,DB11560
DB00604,0,DB00283
DB05812,0,DB11560
DB00476,0,DB01095
DB00501,0,DB01075
DB00322,0,DB00455
DB00195,0,DB01107
DB00289,0,DB00814
DB01101,0,DB00983
DB00783,0,DB01029
DB08865,0,DB01006
DB01118,0,DB00990
DB01118,0,DB13953
DB00195,0,DB00215
DB00227,0,DB04835
DB09119,0,DB13952
DB00091,0,DB00683
DB00612,0,DB00188
DB00289,0,DB00731
DB00586,0,DB00281
DB00257,0,DB00933
DB00672,0,DB00227
DB06772,0,DB00343
DB06292,0,DB06595
DB08875,0,DB00283
DB00714,0,DB00805
DB00482,0,DB00477
DB01075,0,DB04871
DB00188,0,DB00851
DB01097,0,DB00916
DB00619,0,DB00455
DB09061,0,DB01241
DB00604,0,DB01097
DB00822,0,DB00254
DB00736,0,DB00227
DB00490,0,DB00270
DB01223,0,DB00254
DB00694,0,DB00199
DB01101,0,DB00869
DB01156,0,DB00281
DB01426,0,DB09039
DB00477,0,DB01466
DB08875,0,DB00254
DB00343,0,DB00696
DB05541,0,DB01241
DB08865,0,DB00379
DB05812,0,DB14011
DB01396,0,DB01149
DB06413,0,DB00531
DB00921,0,DB01259
DB00918,0,DB00496
DB00947,0,DB00619
DB01068,0,DB00270
DB00320,0,DB00324
DB00363,0,DB01228
DB00568,0,DB00176
DB00889,0,DB00458
DB00199,0,DB00949
DB01118,0,DB12483
DB00751,0,DB00458
DB01177,0,DB00951
DB01101,0,DB00655
DB01101,0,DB01357
DB00195,0,DB01114
DB00257,0,DB01009
DB00322,0,DB01067
DB00176,0,DB00332
DB00748,0,DB01023
DB00934,0,DB08893
DB00283,0,DB09048
DB00972,0,DB01241
DB08868,0,DB00227
DB00977,0,DB01149
DB01095,0,DB00328
DB00297,0,DB04871
DB05219,0,DB00814
