d1,type,d2
DB00364,0,DB01026
DB00364,0,DB09040
DB08938,0,DB00679
DB01370,0,DB01403
DB00364,0,DB03793
DB01370,0,DB00254
DB13231,0,DB00817
DB09281,0,DB00951
DB13142,0,DB01196
DB01377,0,DB00817
DB01377,0,DB00623
DB08938,0,DB01024
DB00658,0,DB01137
DB11093,0,DB01044
DB11093,0,DB01208
DB13595,0,DB09414
DB13595,0,DB09561
DB00900,0,DB00091
DB11126,0,DB00817
DB00751,0,DB09147
DB00900,0,DB00877
DB03754,0,DB09561
DB01377,0,DB00477
DB00585,0,DB06589
DB01370,0,DB00623
DB09275,0,DB04576
DB00338,0,DB01592
DB00653,0,DB00166
DB06723,0,DB00433
DB09104,0,DB01059
DB08938,0,DB00437
DB09146,0,DB09449
DB00751,0,DB09146
DB11126,0,DB00487
DB08938,0,DB01072
DB06724,0,DB09414
DB03754,0,DB09146
DB09281,0,DB01208
DB08938,0,DB01069
DB00364,0,DB00681
DB13595,0,DB00951
DB00258,0,DB00487
DB00364,0,DB09414
DB09104,0,DB00467
DB00900,0,DB01157
DB00900,0,DB00400
DB06724,0,DB01208
DB06723,0,DB00487
DB09275,0,DB01024
DB06723,0,DB09147
DB00751,0,DB01592
DB01164,0,DB04576
DB13595,0,DB01622
DB00751,0,DB06589
DB00618,0,DB01592
DB00900,0,DB00826
DB06723,0,DB00420
DB01397,0,DB01017
DB00501,0,DB01254
DB11126,0,DB01137
DB03754,0,DB00850
DB01390,0,DB01592
DB06723,0,DB01403
DB09104,0,DB00420
DB09265,0,DB00498
DB09281,0,DB00437
DB03754,0,DB01608
DB05351,0,DB01072
DB00927,0,DB09146
DB06724,0,DB01044
DB01377,0,DB00933
DB09147,0,DB09449
DB09281,0,DB09093
DB09281,0,DB00508
DB09104,0,DB00477
DB09275,0,DB09147
DB09265,0,DB00266
DB08938,0,DB01137
DB08938,0,DB00467
DB06724,0,DB09561
DB06723,0,DB00933
DB09281,0,DB00477
DB00900,0,DB01099
DB03754,0,DB01622
DB06723,0,DB00827
DB06724,0,DB00618
DB09281,0,DB00254
DB11348,0,DB00779
DB06723,0,DB00685
DB03754,0,DB00827
DB00213,0,DB09146
DB09281,0,DB00679
DB06723,0,DB09093
DB13142,0,DB00487
DB00258,0,DB01044
DB09275,0,DB01069
DB00863,0,DB00705
DB03754,0,DB09241
DB09104,0,DB01592
DB01377,0,DB01072
DB09275,0,DB01614
DB13142,0,DB01044
DB13142,0,DB01208
DB09146,0,DB09414
DB00940,0,DB00705
DB00364,0,DB02513
DB11348,0,DB00487
DB09104,0,DB00508
DB00940,0,DB01112
DB01377,0,DB01044
DB01390,0,DB00477
DB00364,0,DB08958
DB06723,0,DB01137
DB01370,0,DB01592
DB01370,0,DB00679
DB01377,0,DB00487
DB06724,0,DB00467
DB03754,0,DB04576
DB09275,0,DB00623
DB09104,0,DB01254
DB00448,0,DB01592
DB01129,0,DB01072
DB09275,0,DB01155
DB09281,0,DB00779
DB01377,0,DB09147
DB01390,0,DB00679
DB00338,0,DB09146
DB11093,0,DB00685
DB00900,0,DB01091
DB01390,0,DB01614
DB00658,0,DB01059
DB01390,0,DB00420
DB13231,0,DB01044
DB08938,0,DB00254
DB08806,0,DB01254
DB13595,0,DB01615
DB01129,0,DB09146
DB05351,0,DB01592
DB13595,0,DB09449
DB00900,0,DB00857
DB01142,0,DB09147
DB13595,0,DB00817
DB01370,0,DB09146
DB06723,0,DB09146
DB06724,0,DB06824
DB08938,0,DB00477
DB13595,0,DB00933
DB03754,0,DB00685
DB06724,0,DB00420
DB11126,0,DB01196
DB06724,0,DB00680
DB08938,0,DB01615
DB08806,0,DB01416
DB09275,0,DB00951
DB01592,0,DB09561
DB01370,0,DB00433
DB01390,0,DB09414
DB00364,0,DB00826
DB00364,0,DB01099
DB03754,0,DB00951
DB00658,0,DB01155
DB00585,0,DB09147
DB13142,0,DB00827
DB09265,0,DB00682
DB06216,0,DB00705
DB01390,0,DB00467
DB09104,0,DB09241
DB11126,0,DB00467
DB01377,0,DB01017
DB11093,0,DB04576
DB08938,0,DB00850
DB06724,0,DB01403
DB00258,0,DB00166
DB13142,0,DB04576
DB13231,0,DB09414
DB11093,0,DB00166
DB00658,0,DB00467
DB00900,0,DB01243
DB09275,0,DB00487
DB01164,0,DB09561
DB13595,0,DB00679
DB09275,0,DB01592
DB03754,0,DB00467
DB06724,0,DB00850
DB01390,0,DB00623
DB06723,0,DB01024
DB00585,0,DB09146
DB09275,0,DB00933
DB00501,0,DB01112
DB01164,0,DB01044
DB08938,0,DB01614
DB13595,0,DB01137
DB08938,0,DB09449
DB05351,0,DB09146
DB13595,0,DB01059
DB01397,0,DB00166
DB00364,0,DB00362
DB09275,0,DB01246
DB09104,0,DB01208
DB00900,0,DB08943
DB06723,0,DB00679
DB06723,0,DB00951
DB09281,0,DB01017
DB01377,0,DB06824
DB13595,0,DB00680
DB09281,0,DB00680
DB01164,0,DB09449
DB00900,0,DB01007
DB06724,0,DB00831
DB00364,0,DB00520
DB09275,0,DB00508
DB09104,0,DB00487
DB06723,0,DB01072
DB01575,0,DB01627
DB01129,0,DB01592
DB00900,0,DB06820
DB00364,0,DB06820
DB08806,0,DB01592
DB00364,0,DB01141
DB00254,0,DB09147
DB13142,0,DB00817
DB06724,0,DB00433
DB00585,0,DB01254
DB01142,0,DB09146
DB01370,0,DB00420
DB01370,0,DB01155
DB13595,0,DB00508
DB01592,0,DB00859
DB01370,0,DB09147
DB06723,0,DB00508
DB11348,0,DB01196
DB06724,0,DB00951
DB09104,0,DB00680
DB06724,0,DB00827
DB00585,0,DB00705
DB09275,0,DB01059
DB06723,0,DB09414
DB08938,0,DB09561
DB01390,0,DB09147
DB08938,0,DB00779
