d1,type,d2
DB00940,0,DB06589
DB00751,0,DB00705
DB11126,0,DB01137
DB00653,0,DB00166
DB03754,0,DB01059
DB09281,0,DB01044
DB00585,0,DB01592
DB01164,0,DB01059
DB09275,0,DB01614
DB01377,0,DB00477
DB08938,0,DB00817
DB09281,0,DB00679
DB13595,0,DB01137
DB11348,0,DB01059
DB00258,0,DB09561
DB08806,0,DB09146
DB01370,0,DB01017
DB09275,0,DB09414
DB00900,0,DB01422
DB11126,0,DB00827
DB09281,0,DB01592
DB01390,0,DB00779
DB09281,0,DB00933
DB01377,0,DB00166
DB00258,0,DB01059
DB06723,0,DB00817
DB01370,0,DB00831
DB08938,0,DB01155
DB00658,0,DB01208
DB03754,0,DB00487
DB00658,0,DB01137
DB01390,0,DB00679
DB09275,0,DB01622
DB01377,0,DB00679
DB06724,0,DB00508
DB00900,0,DB01153
DB03754,0,DB01208
DB11093,0,DB00467
DB00501,0,DB00705
DB08938,0,DB06824
DB13595,0,DB00477
DB06723,0,DB06824
DB01377,0,DB00618
DB11126,0,DB01196
DB00736,0,DB09146
DB13142,0,DB00827
DB08938,0,DB01069
DB03754,0,DB00467
DB01370,0,DB01615
DB00927,0,DB09146
DB06723,0,DB00680
DB09104,0,DB00817
DB01164,0,DB01208
DB00736,0,DB01592
DB09104,0,DB01059
DB03754,0,DB00679
DB00927,0,DB01112
DB08938,0,DB01017
DB09093,0,DB09147
DB08938,0,DB00951
DB01390,0,DB00433
DB09281,0,DB00951
DB00900,0,DB00936
DB09281,0,DB00779
DB09104,0,DB01017
DB01370,0,DB00685
DB11093,0,DB01137
DB00900,0,DB00681
DB08806,0,DB01592
DB11093,0,DB01044
DB01129,0,DB01592
DB03754,0,DB00420
DB01377,0,DB01403
DB00751,0,DB01416
DB09281,0,DB01622
DB03754,0,DB09241
DB00900,0,DB01099
DB06723,0,DB00487
DB00751,0,DB01592
DB13595,0,DB01254
DB00334,0,DB01254
DB11093,0,DB09414
DB13595,0,DB01615
DB03754,0,DB01614
DB11126,0,DB04576
DB09104,0,DB00827
DB01164,0,DB00487
DB01390,0,DB01246
DB06723,0,DB00779
DB01370,0,DB01622
DB13231,0,DB09561
DB00364,0,DB02659
DB00326,0,DB01155
DB11348,0,DB01196
DB13595,0,DB09093
DB03754,0,DB00508
DB05351,0,DB09146
DB00364,0,DB09414
DB00364,0,DB00826
DB01390,0,DB01208
DB06723,0,DB01069
DB09104,0,DB00420
DB13595,0,DB01069
DB11348,0,DB01044
DB00900,0,DB01188
DB06723,0,DB01592
DB08938,0,DB00467
DB08938,0,DB01024
DB01377,0,DB00487
DB08806,0,DB06589
DB00900,0,DB00525
DB00927,0,DB00705
DB09104,0,DB01044
DB06724,0,DB00817
DB01377,0,DB00680
DB06724,0,DB00850
DB00927,0,DB01416
DB06723,0,DB00330
