d1,type,d2
DB00988,0,DB00736
DB06736,0,DB00544
DB00195,0,DB01184
DB00477,0,DB00501
DB01151,0,DB04841
DB00276,0,DB00289
DB00402,0,DB00678
DB00477,0,DB00619
DB00748,0,DB00446
DB01114,0,DB00199
DB00612,0,DB00472
DB06282,0,DB00227
DB00283,0,DB01175
DB04855,0,DB14011
DB01012,0,DB00295
DB00673,0,DB00951
DB04855,0,DB01177
DB00951,0,DB00281
DB13953,0,DB01029
DB06701,0,DB00472
DB00195,0,DB00907
DB00546,0,DB00619
DB00673,0,DB00257
DB01012,0,DB01195
DB01244,0,DB01012
DB00316,0,DB01097
DB04846,0,DB01026
DB01242,0,DB00270
DB00598,0,DB00333
DB00188,0,DB01241
DB00501,0,DB01355
DB00490,0,DB00501
DB05541,0,DB00215
DB00482,0,DB00575
DB00501,0,DB06148
DB00758,0,DB01559
DB00257,0,DB01075
DB00195,0,DB00295
DB00283,0,DB00643
DB00390,0,DB00343
DB00201,0,DB00951
DB00322,0,DB00712
DB00270,0,DB06738
DB01023,0,DB00784
DB00673,0,DB06413
DB01418,0,DB00622
DB00091,0,DB01067
DB06413,0,DB00531
DB09061,0,DB00270
DB00604,0,DB09119
DB01435,0,DB00458
DB01097,0,DB14011
DB08865,0,DB08893
DB00201,0,DB00608
DB00254,0,DB04835
DB06605,0,DB09167
DB00501,0,DB01466
DB01065,0,DB01171
DB00257,0,DB09078
DB00188,0,DB00628
DB01221,0,DB00622
DB00254,0,DB01175
DB00564,0,DB09198
DB01118,0,DB09167
DB01156,0,DB00496
DB00283,0,DB00988
DB01195,0,DB00458
DB00758,0,DB00320
DB01175,0,DB09119
DB01558,0,DB00199
DB00316,0,DB01029
DB00195,0,DB01576
DB01211,0,DB01023
DB08907,0,DB00343
DB01118,0,DB00736
DB13953,0,DB01097
DB00402,0,DB01029
DB01118,0,DB00568
DB01241,0,DB04871
DB00199,0,DB00499
DB06292,0,DB04855
DB00501,0,DB13952
DB00207,0,DB00257
DB01466,0,DB00502
DB00322,0,DB06738
DB01039,0,DB00619
DB00321,0,DB00169
DB00195,0,DB00472
DB00490,0,DB06595
DB00188,0,DB13074
DB00180,0,DB00227
DB01211,0,DB00924
DB00972,0,DB00270
DB00289,0,DB01227
DB01151,0,DB06710
DB00195,0,DB00622
DB00169,0,DB08918
DB00446,0,DB00745
DB06292,0,DB09167
DB00951,0,DB00934
DB08865,0,DB00814
DB08868,0,DB01149
DB01435,0,DB00322
DB00482,0,DB01166
DB00320,0,DB01006
DB04841,0,DB01026
DB00283,0,DB13955
DB00568,0,DB01026
DB01193,0,DB00613
DB01167,0,DB00367
DB00215,0,DB01577
DB00320,0,DB01002
DB01118,0,DB00987
DB00227,0,DB00814
DB00924,0,DB09198
DB00257,0,DB01357
DB00482,0,DB01095
DB00228,0,DB00951
DB08865,0,DB00584
DB08875,0,DB01029
DB00531,0,DB09119
DB12483,0,DB01026
DB00829,0,DB00176
DB01012,0,DB00589
DB00749,0,DB00622
DB05381,0,DB01026
DB00736,0,DB01016
DB01211,0,DB00593
DB08865,0,DB13954
DB00322,0,DB01067
DB00568,0,DB00379
DB00257,0,DB06725
DB00320,0,DB00451
DB00477,0,DB00283
DB00546,0,DB00188
DB01274,0,DB01075
DB05812,0,DB00227
DB01101,0,DB00731
DB00215,0,DB00917
DB01118,0,DB00370
DB01357,0,DB06595
DB00343,0,DB01253
DB09119,0,DB01016
DB00969,0,DB00188
DB00564,0,DB00199
DB00636,0,DB04855
DB00254,0,DB01259
DB01410,0,DB00619
DB00501,0,DB01071
DB00266,0,DB01095
DB00316,0,DB09167
DB00865,0,DB00176
DB00199,0,DB00977
DB00751,0,DB00502
DB00188,0,DB00845
DB00276,0,DB00907
DB00343,0,DB00593
DB00199,0,DB13955
DB01012,0,DB01026
DB00843,0,DB01097
DB09061,0,DB01241
DB00316,0,DB00270
DB00983,0,DB01029
DB01097,0,DB01028
DB00343,0,DB00836
DB00628,0,DB00199
DB00322,0,DB01050
DB01418,0,DB00745
DB00586,0,DB00343
DB00477,0,DB01577
DB05812,0,DB05381
DB00918,0,DB01156
DB00215,0,DB01407
DB00458,0,DB00332
DB01118,0,DB01587
DB00835,0,DB00619
DB00297,0,DB00496
DB06738,0,DB00622
DB01142,0,DB00622
DB00289,0,DB00636
DB00619,0,DB04871
